step,train/reward_mean,train/reward_std,train/policy_kl,train/gen_length_mean,train/grad_norm,train/loss,train/learning_rate,train/beta_adaptive,train/clipped_ratio_frac,train/advantage_mean,train/advantage_std,train/turns_mean,train/r1_mean,train/r2_mean,train/r3_mean,train/r4_mean,train/r5_mean,train/episode_seconds,train/wall_seconds
38,0.20000000298023224,0.0,6.4658472537994385,512.0,49.296234130859375,6.4658472537994385,2.4376732706548185e-06,1.0,0.005859375,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,68.74162435531616,2629.5445215702057
39,0.20000000298023224,0.0,6.625472068786621,512.0,31.89862632751465,6.625472068786621,2.3131747660339396e-06,1.0,0.005859375,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,68.71646785736084,2698.2872500419617
40,0.20000000298023224,0.0,6.8185694217681885,512.0,1.1042530536651611,6.8185694217681885,2.1891407383812878e-06,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,68.73689866065979,2767.0560715198517
41,0.23750001192092896,0.03750000149011612,6.423954010009766,512.0,3.977576971054077,6.423707097768784,2.0658795558326745e-06,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,68.52103805541992,2835.589082479477
42,0.20000000298023224,0.0,6.756515264511108,512.0,4.244587421417236,6.756515264511108,1.9436976651092143e-06,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,69.23802876472473,2904.8956575393677
43,0.17500001192092896,0.02499999850988388,6.544849872589111,512.0,1.1837797164916992,6.545463442802429,1.8228988296424877e-06,1.0,0.001953125,-2.980232238769531e-07,0.9999996423721313,1.0,0.0,0.5,0.0,1.0,0.0,68.49130940437317,2973.450732946396
44,0.23750001192092896,0.03750000149011612,6.713918685913086,512.0,1.0545074939727783,6.7139288783073425,1.7037833743707892e-06,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,68.42069387435913,3041.9243519306183
45,0.20000000298023224,0.0,6.86727499961853,512.0,3.551966905593872,6.86727499961853,1.5866474390840126e-06,1.0,0.001953125,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.60808634757996,3109.544594526291
46,0.20000000298023224,0.0,6.6259095668792725,512.0,1.2084946632385254,6.6259095668792725,1.4717822421734717e-06,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,68.42420482635498,3177.980894088745
47,0.23750001192092896,0.03750000149011612,6.555233001708984,512.0,0.2809033691883087,6.555296897888184,1.3594733566170925e-06,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,68.63581109046936,3246.652740955353
48,0.20000000298023224,0.0,6.747292757034302,512.0,0.6291999220848083,6.747292757034302,1.2500000000000007e-06,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,68.51504564285278,3315.1771721839905
49,0.2750000059604645,0.0,6.3779027462005615,512.0,0.8038842082023621,6.3779027462005615,1.1436343403356019e-06,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,68.02655696868896,3383.215504169464
50,0.20000000298023224,0.0,6.530550479888916,512.0,0.40527796745300293,6.530550479888916,1.040640819413026e-06,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.23762702941895,3453.3762023448944
51,0.23750001192092896,0.03750000149011612,6.510844707489014,512.0,0.9415078163146973,6.510792762041092,9.412754953531664e-07,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,67.11852264404297,3520.7537264823914
52,0.20000000298023224,0.0,6.498845100402832,512.0,0.4367104768753052,6.498845100402832,8.457854060078521e-07,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.77683806419373,3588.598225593567
53,0.20000000298023224,0.0,6.610376596450806,512.0,0.17095981538295746,6.610376596450806,7.544079547848183e-07,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.26508975028992,3655.876518726349
54,0.23750001192092896,0.03750000149011612,6.600908994674683,512.0,0.06983184814453125,6.600891292095184,6.673703204254348e-07,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,66.78782796859741,3722.6847846508026
55,0.20000000298023224,0.0,6.6794023513793945,512.0,0.12571817636489868,6.6794023513793945,5.848888922025553e-07,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.18751096725464,3789.9263377189636
56,0.20000000298023224,0.0,6.503575801849365,512.0,0.139600932598114,6.503575801849365,5.071687319426946e-07,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.7013852596283,3857.6375255584717
57,0.23750001192092896,0.03750000149011612,6.64370584487915,512.0,0.12558740377426147,6.643719404935837,4.344030642100133e-07,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,67.61168169975281,3925.294921875
58,0.2750000059604645,0.0,6.406851768493652,512.0,0.17019625008106232,6.406851768493652,3.66772795919611e-07,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,67.63976883888245,3992.94619679451
59,0.20000000298023224,0.0,6.774048089981079,512.0,0.14771640300750732,6.774048089981079,3.044460665744284e-07,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.85216236114502,4060.8107833862305
60,0.20000000298023224,0.0,6.648881196975708,512.0,0.10308162868022919,6.648881196975708,2.4757783024395244e-07,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.87507367134094,4128.719453573227
61,0.20000000298023224,0.0,7.030130863189697,512.0,0.08097198605537415,7.030130863189697,1.9630947032398068e-07,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.81658816337585,4196.550096511841
62,0.20000000298023224,0.0,6.573061943054199,512.0,0.2400926649570465,6.573061943054199,1.507684480352292e-07,1.0,0.0009765625,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.49544644355774,4264.0563752651215
63,0.23750001192092896,0.03750000149011612,6.674479722976685,512.0,0.09629486501216888,6.674461007118225,1.1106798553464804e-07,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,67.66973519325256,4331.738142967224
64,0.20000000298023224,0.0,6.716325283050537,512.0,0.06170404702425003,6.716325283050537,7.730678442730539e-08,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,68.91040706634521,4400.657670736313
65,0.23750001192092896,0.03750000149011612,6.6381707191467285,512.0,0.07875166833400726,6.638243526220322,4.956878037864044e-08,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,68.65577936172485,4469.3301653862
66,0.21250000596046448,0.0625,6.277013301849365,512.0,1.454418420791626,6.276866167783737,2.7922934437178695e-08,1.0,0.0,0.0,0.9999998807907104,1.0,0.0,0.5,0.25,1.0,0.0,68.37371706962585,4537.782787561417
67,0.203000009059906,0.00299999862909317,6.326358795166016,512.0,0.06089736893773079,6.326344400644302,1.2423061586496476e-08,1.0,0.0,-2.5033950805664062e-06,0.9999966621398926,1.0,0.0,0.5,0.25,1.0,0.0,68.11629056930542,4605.920186281204
68,0.20000000298023224,0.0,6.87467360496521,512.0,0.06179431080818176,6.87467360496521,3.107696952694139e-09,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.91492486000061,4673.859534263611
69,0.20000000298023224,0.0,6.466437816619873,512.0,0.06265152245759964,6.466437816619873,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.70435500144958,4741.575207948685
